3,Page URL,Date,Location,Title of Addressee,First Name of Addressee,Last Name of Addressee,Weight,Paid, Amount Due,Notes,Transcriber's Notes
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,,Cha.,Willing,3.16,Y,1.7,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,,Jonath.,Peuch,3.16,Y,1.7,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,,Jno.,Wilcocks,3.16,Y,1.7,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,,Geo.,Shiers,3.16,Y,1.7,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,Capt.,Henry,Lisle,3.16,Y,1.7,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,,Wm.,"Clymer, Jr.",3.16,Y,1.7,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,,S.,"McCall, Jr.",3.16,Y,1.7,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,,Jno.,Searle,3.16,Y,1.7,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,,Jno.,Fisher,3.16,Y,1.7,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,,Aaaron,Jenkins,3.16,Y,1.7,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,,James,Pemberton,3.16,Y,1.7,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,,,Edwards & Lightfoot,3.16,Y,1.7,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,,Jno.,Boude,3.16,Y,1.7,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,,Wm.,Vanderspiegel,3.16,Y,1.7,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,,Jno.,Searler,3.16,Y,1.7,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,,Cha.,Willing,3.16,Y,1.7,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,,Peter,Brotherson,3.16,Y,1.7,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,,Benj.,Price,,Y,free,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,,Townsend,White,7.16,Y,3.3,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,Mrs.,,Crellnis,18,Y,7.6,,
3,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-003,5/25/1748,New York,,Benj. Brandon,Singal,14,Y,5.10,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Richard,Smith min.,14,Y,5.10,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Isaac,Griffitts,7,Y,2.11,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,Capt.,John,Fleming,7,Y,2.11,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,James,Simmons,6,Y,2.6,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Jubbah,,6,Y,2.6,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Isaac,Griffitts,6,Y,2.6,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Wm.,Kerr,6,,2.6,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Js.,Pemberton,6,Y,2:6,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Wm.,Carter,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Messn.,Strettell,3,Y,1:3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,David,Bush,3,Y,1:3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Tho.,Venables,3,Y,1:3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Rees,Meredith,3,Y,1:3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Wm.,Carter,3,Y,1:3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Saml.,Neave,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Joshua,Mulock,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,James,Polgreen,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Wm.,"Carter, Esq.",3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Robert,Warren,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Wm.,"Moore, Esq.",3,Y,1:3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Wm.,"Allen, Esq.",3,Y,1:3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Andrew,Elliot,3,Y?,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Wm.,Rutherford,3,,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,S.,"McCall, Senr.",3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,,Allen & Turner,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,S.,Hazard,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Jno.,Yeats,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Edw.,Hicks,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,James,Simmons,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Jubbah,,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Wm.,Carter,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Sabinah,,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,Col.,Edwd.,Peer,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Richd.,Richards,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,John,Lawrence,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Jno.,Grover,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Cha.,Brown,3,,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Joshua,Mulock,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Peter,Kock,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,Capt.,,Shannon,3,,1.3,Capt. Shannon forward to Newcastle,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Edwd.,Hicks,3,Y,1.3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,Capt.,Jos.,Greenway,3,Y,1:3,,
4,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-004,5/25/1748,New York,,Wm.,Penny,3,,1.3,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,New York,,James,Abraham,3,Y,1.3,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,New York,,Jubba,,3,Y,1.3,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,New York,,Peter,Kock,3,Y,1.3,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,New York,,Jno.,Reynolds,3,Y,1.3,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,New York,,Joseph,Kebby,3,Y,1.3,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,New York,,Tho.,Lawrence,3,Y,1.3,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,New York,,Wm.,Vanderspiegel,3,Y,1.3,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,From Boston,,Nathan,Levy,,Y,paid,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,From Boston,,James,Polgreen,,Y,paid,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Isaac,Griffitth,,Y,paid,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,Capt.,Joseph,Richardson,7,Y,2.11,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Jno.,Mifflin,7,Y,2.11,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Abr.,Mason,7,Y,2.11,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Isaac,Griffits,7,Y,2.11,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Jno.,Mifflin,7,Y,2.11,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Jos.,Shippen,7,Y,2.11,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Wm.,Vanderspiegel,7,Y,2.11,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Jno.,Pole,7,Y,2.11,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Wm.,Currins,7,Y,2.11,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Jno.,Sober,14,Y,5.10,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Jno.,Mifflin,14,Y,5.10,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Wm.,Vanderspiegel,14,Y,5.10,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Cha.,Stedman,21,Y,8.9,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,,Nomi & Griffitts,21,Y,8.9,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Cha.,Willing,14.16,Y,6.2,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Rees,Meredith,14.16,Y,6.2,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,George,Mayer,7.16,,3.3,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,,Levy & Franks,7.16,Y,3.3,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Saml.,Guldin,7.16,,3.3,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Jos.,Pemberton,7.16,Y,3.3,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Jos.,Pemberton,7.16,Y,3.3,Do.,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Mary,Pearl,7.16,,3.3,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,,Smith & James,7.16,Y,3.3,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,,Phenix,Vahanes,7.16,,3.3,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Boston,Capt.,Alex,Shepard,7.16,Y,3.3,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Way,,Wm.,Morgan,3,,1.3,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Way,,Francis,Bouer,,Y,free,,
5,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-005,5/25/1748,Way,,Benj.,Inman,2,,10,,
6,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-006,5/25/1748,Annapolis,,Richard,Hockley,,Y,paid,,
6,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-006,5/25/1748,Annapolis,,Richard,Hockley,,Y,paid,Do.,
6,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-006,5/25/1748,Annapolis,,Richard,Hockley,,Y,paid,Do.,
6,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-006,5/25/1748,Annapolis,,John,Groves,6,Y,2.6,,
6,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-006,5/25/1748,Annapolis,Capt.,Tho.,Francis,3,Y,1.3,,
6,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-006,5/25/1748,Annapolis,,Saml.,Hazard,3,Y,1.3,,
6,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-006,5/25/1748,Annapolis,,Andw.,Farrel,3,Y,1.3,,
6,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-006,5/25/1748,Annapolis,Capt.,Benj.,Burke,3,,1.3,,
6,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-006,5/25/1748,Annapolis,,Jo.,Pemberton,3,Y,1.3,,
6,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-006,5/25/1748,Annapolis,,Thos.,White,3,Y,1.3,,
6,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-006,5/25/1748,Boyd's Hole,,Jo.,Pemberton,4,Y,1:8,,
6,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-006,5/25/1748,Boyd's Hole,Capt.,Wm.,Blair,4,Y,1:8,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Jeremiah,Osborne,,Y,paid,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Jo.,"Pemberton, junr",14:16,Y,6.2,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Jo.,"Pemberton, junr",14:16,Y,6.2,Do.,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Wm.,Vanderspiegel,14,Y,5.10,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Jno.,Mifflin,14,Y,5.10,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Jno.,Mifflin,14,Y,5.10,Do.,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Jno.,Mifflin,14,Y,5.10,Do.,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Wm.,Vanderspiegel,14,Y,5.10,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,John,Sober,14,Y,5.10,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Jno.,Mifflin,14,Y,5.10,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Jno.,Baynton,7,Y,2.11,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Valentine,Stanley,7,Y,2:11,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Jno.,Pole,7,Y,2:11,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Saml.,Smith,7,Y,2.11,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Isaac,Griffitts,7,Y,2.11,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,Capt.,Jos.,Richardson,7,Y,2.11,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Evan,Morgan,7,Y,2.11,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Jno.,Mifflin,7,Y,2:11,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Isaac,Griffitts,7,Y,2:11,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,Capt.,Robt.,Fergason,7,,2:11,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Cha.,Willing,7,Y,2:11,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Jno.,Pole,7,Y,2:11,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Boston,,Wm.,Vanderspiegel,7,Y,2:11,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Rhode Island,Capt.,Oswald,[Iver],7.16,,3.3,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,Rhode Island,,Isaac,Griffitts,7,Y,2.11,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,NYork,,Jno.,Smith,3.16,Y,1.7,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,NYork,,Matths.,[Aspdin],3.16,Y,1.7,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,NYork,,Js.,Pemberton,3.16,Y,1.7,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,NYork,,Jno.,Reynell,3.16,Y,1.7,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,NYork,,S.,Hazard,3.16,Y,1.7,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,NYork,Capt.,Edwd.,Dowers,3.16,Y,1.7,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,NYork,,Js.,Pemberton,,Y,free,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,NYork,,S.,McCall Senr.,18,Y,7:6,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,NYork,,Geo.,Gray,9,Y,3.9,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,NYork,,S.,Smith,14,Y,5.10,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,NYork,,Isaac,Griffitts,7,Y,2.11,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,NYork,,Isaac,Griffitts,7,Y,2.11,Do.,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,NYork,,Jno.,Wallace,6,Y,2:6,,
7,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-007,6/1/1748,NYork,,Anth.,"Palmer, Esqr.",6,Y,2:6,,Check mark to the left of name
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,James,Green,4:8,Y,1.10,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,Eliz.,Evans,3,Y,1.3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,Jno.,Groves,3,Y,1.3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,Archd.,McKartney,3,Y,1.3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,Joshua,Mulock,3,Y,1.3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,Samson,Lazarus,3,Y,1:3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,Joseph,Simmons,3,Y,1.3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,Capt.,Wm.,Trent,3,Y,1:3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,Edwd.,Coulis,3,,1.3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,Wm.,Wallace,3,Y,1.3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,Wm.,Vanderspiegel,3,Y,1:3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,Tho.,Laurence junr.,3,Y,1:3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,Wm.,"Allen, Esqr.",3,Y,1:3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,S.,Hazard,3,Y,1:3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,[Anshie] & Edwd.,Hicks,3,Y,1:3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,Peter,Kock,3,Y,1:3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,Townsend,White,3,Y,1.3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,,Elliot,3,Y,1.3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,Patrick,Power,3,Y,1.3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,Capt.,Tho.,Smith,3,Y,1:3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,Capt.,Tho.,Burch,3,Y,1:3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,Nathan,Levy,3,Y,1:3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,Jno.,Durborow,3,Y,1:3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,Capt.,Robt.,Richie,3,Y,1:3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,Jno.,Durborow,3,Y,1.3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,NYork,,Joshua,Way,3,Y,1:3,,
8,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-008,6/1/1748,Amboy,,Wm.,Blair,2,Y,10,,
